noise_type,noise_degree,snr_mean,snr_std
phase,0.034,29.372028492115163,0.001754064078100483
phase,0.036000000000000004,28.87521701388889,0.0020212690170694756
phase,0.038,28.406007484153466,0.001992147686969153
phase,0.04,27.961190894797998,0.0022592336610201573
phase,0.042,27.53697360003436,0.0018993976340822556
phase,0.044000000000000004,27.13289946096915,0.002115118457494026
phase,0.046000000000000006,26.74751811557346,0.001945914036732086
phase,0.048,26.377542425084997,0.0019368746311165155
phase,0.05,26.023203390615958,0.002138590303522356
phase,0.052000000000000005,25.68286888687699,0.0016083718927622107
phase,0.054,25.355746375189888,0.0025544225505087738
phase,0.056,25.03987983421043,0.002315950837986749
phase,0.058,24.735448272139937,0.0018117535553951768
phase,0.06,24.441165288289387,0.0018957793844536015
phase,0.06999999999999999,23.102991810551398,0.002207338786253949
phase,0.07999999999999999,21.945782555474175,0.002765223362573221
phase,0.08999999999999998,20.923900251035338,0.0020252681051388687
phase,0.09999999999999998,20.01167459841128,0.002280254277881526
phase,0.10999999999999997,19.185326894124348,0.0019579270667179076
phase,0.11999999999999997,18.431509229871963,0.0020205236088580874
phase,0.12999999999999995,17.739169509322554,0.001198045723973442
phase,0.13999999999999996,17.098723729451496,0.0018096265309716635
phase,0.14999999999999997,16.502128035933882,0.0017732259006391323
phase,0.15999999999999995,15.945623609754774,0.0020878314526559315
phase,0.16999999999999993,15.422044330173069,0.0020966366446854194
phase,0.17999999999999994,14.929327576248735,0.001939842347294457
phase,0.18999999999999995,14.463304060476798,0.0019815184689535447
phase,0.19999999999999993,14.022957201357242,0.0023541654224448496
phase,0.2099999999999999,13.603161635222259,0.002145120044916181
phase,0.21999999999999992,13.203337563408745,0.0016505127659920487
phase,0.22999999999999993,12.822742815370914,0.0017417907751230259
phase,0.2399999999999999,12.458024236891005,0.0015191034901580473
phase,0.2499999999999999,12.109048666777435,0.0015269936806804202
phase,0.2599999999999999,11.772951973809135,0.0016391406213957826
phase,0.2699999999999999,11.451665842974627,0.0018230236444313674
phase,0.2799999999999999,11.141280633431894,0.0019204765465727345
phase,0.28999999999999987,10.842661327785915,0.0019528018273254398
phase,0.2999999999999999,10.554815751534921,0.0018613832975550022
phase,0.3099999999999999,10.277401323671695,0.0018739476461540827
phase,0.3199999999999999,10.007955975002712,0.0020491594039604186
phase,0.32999999999999985,9.748538794340911,0.002060149519918203
phase,0.33999999999999986,9.495059719792119,0.0020043480427279258
phase,0.34999999999999987,9.251112584714535,0.002231710022203712
phase,0.3599999999999998,9.014153727778682,0.002008855307376803
phase,0.36999999999999983,8.783510808591489,0.0020146657981903048
phase,0.37999999999999984,8.559798841123227,0.001672060863626218
phase,0.38999999999999985,8.342935279563621,0.0021216211932781285
phase,0.39999999999999986,8.131078543486419,0.0019480174340733678
phase,0.4099999999999998,7.926212469736735,0.0019422978568321553
phase,0.4199999999999998,7.724929597642687,0.0018245152220469668
phase,0.4299999999999998,7.5296422287269875,0.0013986252656681157
phase,0.4399999999999998,7.339202686592385,0.0020950966755604165
phase,0.4499999999999998,7.153585363317419,0.002076579099627013
phase,0.4599999999999998,6.972045297975893,0.0023805684325320787
phase,0.4699999999999998,6.795726599516692,0.001795510413183098
phase,0.4799999999999998,6.623032269654451,0.002201766203104889
phase,0.48999999999999977,6.454176761485912,0.0016780818352389849
phase,0.4999999999999998,6.289081732432048,0.0018387582451285353
phase,0.5099999999999998,6.127944434130633,0.0020877130001858016
phase,0.5199999999999998,5.970429861987078,0.0023187164759772834
phase,0.5299999999999998,5.815883830741599,0.0020132734643187634
phase,0.5399999999999998,5.664787892942075,0.0017635629965238682
phase,0.5499999999999998,5.5170187067102505,0.002043842934340075
phase,0.5599999999999998,5.3723767775076405,0.0020452775347561025
phase,0.5699999999999998,5.230301627406368,0.002069655530862353
phase,0.5799999999999998,5.091760547072799,0.0016407253938890832
phase,0.5899999999999996,4.955726129037362,0.0019395581489894665
phase,0.5999999999999996,4.822159890775327,0.0018384043741477537
phase,0.6099999999999997,4.690773381127252,0.0018022212115695222
phase,0.6199999999999997,4.5630071428087025,0.002051894800825809
phase,0.6299999999999997,4.436782695628978,0.0017976724644216758
phase,0.6399999999999997,4.313837545889395,0.0013841669586729286
phase,0.6499999999999997,4.192717817094591,0.0016940116388851146
phase,0.6599999999999997,4.073668462258798,0.002137515486703991
phase,0.6699999999999997,3.956573486328125,0.001574464590577576
phase,0.6799999999999997,3.8424205956635653,0.0016301418286306006
phase,0.6899999999999997,3.728996400479917,0.0016203388406579452
phase,0.6999999999999997,3.61904834817957,0.0022382778321038688
phase,0.7099999999999997,3.510345697402954,0.0013615554674196722
phase,0.7199999999999998,3.4040031962924533,0.0018004268677303148
phase,0.7299999999999998,3.298958451659591,0.0016376653327558023
phase,0.7399999999999998,3.196610274138274,0.0016151016788956687
phase,0.7499999999999996,3.095361939182988,0.0016223574104116203
phase,0.7599999999999996,2.9963329897986517,0.001955222735371417
phase,0.7699999999999996,2.897999551561144,0.0015811988794336377
phase,0.7799999999999996,2.8021067160147206,0.0018992784395395444
phase,0.7899999999999996,2.707828813129001,0.0013702271005432245
phase,0.7999999999999996,2.614800938853511,0.0017131763983166807
